case_id,name,age,gender
628,Deepa Rao,35,M
629,Santosh Poojary,31,M
629,Geetha Poojary,53,F
630,Nandini Rao,61,M
631,Chaitra Shetty,67,M
632,Anitha Reddy,8,M
632,Suresh Poojary,17,M
633,Nandini Poojary,52,M
633,Deepa Naik,52,F
634,Nandini Patil,58,F
634,Nagaraj Reddy,27,M
635,Naveen Achar,30,F
635,Radha Gowda,28,F
636,Sowmya Kumar,62,M
637,Nandini Gowda,38,M
638,Suresh Naik,61,F
639,Anil Naik,61,M
639,Prasad Kumar,12,F
640,Ravi Gowda,34,F
640,Bhavani Poojary,23,F
641,Savitri Hegde,58,M
642,Basavaraj Gowda,70,F
643,Deepa Reddy,67,M
643,Anil,42,M
644,Basavaraj Patil,20,M
645,Sowmya,58,F
645,Bhavani Kumar,17,M
646,Pooja Rao,44,F
646,Sowmya Rao,64,M
647,Naveen Kumar,69,M
648,Ramesh Rao,21,F
649,Srinivas Gowda,55,F
650,Geetha Gowda,19,F
651,Raju,39,M
651,Radha Achar,50,M
652,Mahesh Gowda,21,F
652,Manjunath Hegde,27,M
653,Radha Shetty,51,M
654,Nandini Patil,23,M
654,Vinay Hegde,36,F
655,Manjula Shetty,15,F
655,Lakshmi Achar,50,M
656,Praveen Shetty,17,F
656,Basavaraj Hegde,17,F
657,Chaitra Patil,19,M
658,Shivakumar Shetty,38,M
658,Kiran Poojary,48,M
659,Santosh Hegde,19,M
660,Ramesh Shetty,24,M
661,Lakshmi,14,F
661,Sowmya Rao,48,F
662,Prasad Hegde,58,M
662,Radha,24,M
663,Naveen Gowda,18,F
663,Mahesh Gowda,33,F
664,Santosh Naik,70,M
665,Kavya Reddy,41,F
666,Shobha Reddy,24,F
666,Naveen Gowda,27,M
667,Nagaraj Poojary,37,M
667,Anil Patil,10,M
668,Raju Reddy,43,F
668,Pooja Gowda,23,F
669,Shivakumar Poojary,28,F
669,Santosh Reddy,50,M
670,Raju Poojary,23,F
671,Bhavani Rao,70,F
671,Anitha,70,F
672,Kavya Kumar,38,M
672,Deepa Naik,27,M
673,Santosh Rao,63,M
673,Suresh Achar,42,M
674,Praveen Shetty,36,F
675,Manjunath Poojary,25,M
675,Basavaraj Poojary,52,F
676,Vinay Patil,66,F
676,Pooja Reddy,8,M
677,Basavaraj Hegde,16,F
678,Manjula Hegde,36,M
678,Pooja Gowda,44,F
679,Basavaraj Achar,26,M
680,Pooja Gowda,62,F
681,Santosh Hegde,24,F
681,Lakshmi Poojary,47,F
682,Santosh Rao,37,M
683,Nandini Kumar,10,M
684,Pooja Naik,56,F
685,Prasad Shetty,45,F
685,Naveen Reddy,48,M
686,Praveen Patil,63,M
686,Bhavani Hegde,50,M
687,Radha Gowda,42,M
687,Raju Rao,42,M
688,Sowmya Hegde,13,F
689,Srinivas Reddy,39,F
689,Ravi Patil,61,F
690,Bhavani Achar,12,F
691,Raju Hegde,61,M
691,Shobha Poojary,32,F
692,Mahesh Rao,57,F
693,Shivakumar Patil,19,F
693,Shobha,69,F
694,Kavya Shetty,61,M
695,Srinivas Rao,41,F
695,Santosh Achar,39,M
696,Sushma Achar,18,M
696,Shivakumar Naik,42,F
697,Srinivas Shetty,45,F
697,Shivakumar Hegde,21,M
698,Pooja Achar,20,F
698,Geetha Patil,70,M
699,Deepa,41,F
699,Manjunath Poojary,32,M
700,Naveen Hegde,16,M
701,Deepa Patil,43,M
702,Nandini Shetty,10,M
703,Radha Naik,45,M
703,Manjunath Shetty,11,M
704,Santosh Achar,50,F
705,Raju,20,F
706,Suresh Achar,28,M
707,Suresh Patil,29,F
707,Shobha,17,M
708,Lakshmi Achar,52,F
708,Chaitra Reddy,12,M
709,Manjunath Achar,37,M
709,Nandini Hegde,33,F
710,Nagaraj Naik,41,F
711,Kiran Reddy,11,M
711,Manjunath Hegde,24,M
712,Basavaraj Kumar,44,M
712,Shivakumar Reddy,59,F
713,Nandini,19,M
714,Naveen Patil,58,M
714,Suresh Hegde,40,M
715,Chaitra Kumar,54,M
716,Praveen Poojary,32,M
717,Manjunath Gowda,37,M
718,Naveen Poojary,50,M
719,Radha Poojary,28,F
719,Mahesh Kumar,39,F
720,Suresh Reddy,62,F
721,Srinivas,58,M
722,Prasad Hegde,30,F
722,Sowmya Patil,56,M
723,Ramesh Shetty,49,M
724,Naveen Patil,63,F
724,Anitha Achar,31,F
725,Manjula Achar,57,M
726,Bhavani Naik,67,M
726,Shivakumar Naik,66,F
727,Prasad Poojary,43,F
727,Santosh Gowda,62,F
728,Geetha Patil,40,F
728,Ramesh Naik,66,M
729,Shivakumar Naik,32,M
730,Geetha Gowda,70,F
730,Sushma Reddy,61,M
731,Mahesh Shetty,62,M
731,Shivakumar Reddy,51,M
732,Praveen Rao,55,M
732,Vinay Shetty,11,M
733,Anitha Hegde,62,M
734,Ramesh Patil,19,F
734,Santosh Rao,29,F
735,Deepa Achar,34,M
736,Nagaraj Naik,33,M
736,Savitri,12,F
737,Raju Patil,22,F
737,Prasad Gowda,42,M
738,Manjula,19,M
738,Geetha Shetty,70,F
739,Radha Kumar,19,F
740,Deepa Poojary,35,F
740,Geetha Poojary,50,F
741,Shobha Patil,36,F
741,Ravi Naik,50,F
742,Raju Rao,67,M
742,Anil Hegde,64,M
743,Ganesh Poojary,19,M
743,Deepa Patil,40,M
744,Sowmya Shetty,52,M
744,Lakshmi Reddy,30,F
745,Anil Gowda,19,F
745,Praveen Kumar,41,M
746,Manjunath Kumar,48,M
746,Ravi Gowda,17,M
747,Naveen Kumar,61,F
747,Kiran Rao,68,M
748,Lakshmi Naik,21,F
749,Pooja Naik,15,M
750,Manjunath Reddy,24,M
751,Ganesh Gowda,25,M
752,Manjula Shetty,46,F
752,Kavya Naik,62,M
753,Savitri Gowda,20,M
753,Naveen Kumar,41,F
754,Vinay Achar,9,M
754,Prasad Gowda,34,F
755,Suresh Naik,67,F
756,Pooja Rao,14,F
757,Pooja Naik,66,M
757,Pooja Achar,59,F
758,Ramesh,33,F
759,Shobha,19,M
759,Kiran Gowda,47,F
760,Vinay Reddy,9,F
761,Geetha Reddy,34,M
762,Vinay Achar,32,M
763,Basavaraj Reddy,38,M
763,Shobha Poojary,34,M
764,Ramesh Reddy,10,M
765,Anitha Poojary,43,M
765,Sowmya Rao,67,M
766,Deepa Rao,28,M
766,Ravi Rao,63,F
767,Lakshmi Kumar,63,F
768,Bhavani Achar,58,F
769,Suresh Patil,63,F
769,Sowmya,9,F
770,Lakshmi Rao,42,M
771,Anil Hegde,41,F
772,Basavaraj,41,M
773,Santosh,67,F
774,Kavya Shetty,68,F
774,Suresh Poojary,25,F
775,Pooja Gowda,50,M
775,Savitri Patil,13,M
776,Geetha Reddy,22,F
777,Anil Gowda,56,F
777,Bhavani Naik,29,M
778,Sowmya Achar,33,F
778,Nandini Shetty,38,F
779,Manjula Rao,34,F
779,Savitri,58,M
780,Lakshmi Kumar,20,M
780,Kavya Rao,13,F
781,Anil,11,M
781,Shobha Shetty,56,M
782,Manjula Achar,69,F
783,Nagaraj Shetty,55,M
783,Bhavani Gowda,33,M
784,Mahesh Reddy,15,F
785,Nagaraj Kumar,21,M
785,Ramesh Poojary,55,M
786,Ganesh Achar,14,F
786,Deepa Gowda,68,F
787,Anitha Kumar,19,M
787,Raju Gowda,44,F
788,Naveen Naik,17,M
789,Bhavani Hegde,23,F
789,Vinay Kumar,14,F
790,Praveen Hegde,17,F
791,Pooja Naik,27,M
792,Mahesh Hegde,48,M
792,Suresh Hegde,10,F
793,Kavya Naik,47,M
793,Manjunath,65,M
794,Sowmya Naik,32,F
794,Bhavani Reddy,63,M
795,Savitri Reddy,23,F
795,Bhavani Gowda,62,M
796,Shivakumar Hegde,20,M
797,Pooja Hegde,15,M
798,Shobha Reddy,16,F
798,Anil Naik,12,F
799,Anitha Naik,56,M
799,Anitha Hegde,51,M
800,Chaitra Reddy,58,F
801,Basavaraj Naik,28,F
801,Ravi Kumar,66,M
802,Deepa Gowda,50,M
802,Ganesh,27,M
803,Kavya Kumar,36,F
804,Radha Poojary,35,M
804,Raju Achar,36,M
805,Ramesh Gowda,53,M
805,Manjula Poojary,35,M
806,Kiran Reddy,56,M
806,Radha Patil,21,F
807,Bhavani Reddy,33,F
808,Anitha Hegde,56,M
809,Anitha Kumar,10,F
810,Srinivas Poojary,18,F
810,Shobha,52,F
811,Chaitra Achar,21,F
812,Basavaraj,70,M
813,Basavaraj Kumar,32,F
814,Basavaraj Kumar,20,F
815,Lakshmi Achar,19,F
816,Bhavani Gowda,30,M
816,Nagaraj Hegde,47,M
817,Pooja Shetty,10,M
818,Suresh Poojary,58,F
819,Shivakumar Gowda,19,F
820,Raju Rao,8,F
821,Ganesh Achar,36,M
821,Nagaraj Achar,10,M
822,Raju Gowda,43,M
823,Pooja Gowda,44,M
823,Raju Rao,43,F
824,Shobha Hegde,59,F
825,Vinay Patil,56,M
826,Nandini Reddy,63,F
827,Pooja Patil,49,F
828,Sushma Naik,19,F
829,Manjunath Patil,12,F
829,Raju Hegde,21,M
830,Sushma Patil,63,F
830,Praveen Gowda,61,F
831,Ganesh Rao,67,M
832,Shobha,47,M
833,Ganesh Patil,62,F
834,Chaitra Reddy,22,F
834,Kavya Achar,12,M
835,Nandini Poojary,68,F
836,Manjunath Hegde,49,M
836,Radha Kumar,14,M
837,Mahesh Gowda,8,F
837,Basavaraj Rao,22,F
838,Prasad Reddy,50,M
838,Chaitra,65,F
839,Shivakumar Kumar,46,F
840,Ganesh Naik,54,F
841,Mahesh Patil,41,M
842,Anitha Patil,22,M
842,Sowmya Naik,37,M
843,Sowmya Poojary,49,M
844,Anitha Kumar,60,M
845,Mahesh Patil,54,M
846,Geetha Hegde,46,F
847,Santosh Patil,42,M
847,Anitha Gowda,50,M
848,Lakshmi Rao,51,M
849,Mahesh Reddy,54,F
850,Naveen Gowda,57,F
850,Lakshmi Hegde,49,F
851,Deepa Poojary,63,M
851,Shobha Naik,16,M
852,Vinay Kumar,52,F
853,Santosh Reddy,22,M
854,Geetha Poojary,48,M
855,Bhavani Reddy,23,F
856,Ganesh Shetty,19,M
856,Ganesh Patil,12,M
857,Raju Achar,54,F
857,Lakshmi Achar,60,F
858,Mahesh Patil,68,M
858,Manjunath,26,F
859,Shivakumar Kumar,51,F
859,Deepa Poojary,9,M
860,Naveen Rao,32,M
861,Lakshmi Naik,19,F
861,Nandini Reddy,30,M
862,Pooja Naik,46,F
862,Anil Patil,49,F
863,Naveen Gowda,53,M
864,Chaitra Patil,39,F
864,Nagaraj Reddy,36,M
865,Sushma Gowda,9,M
865,Naveen,14,F
866,Lakshmi Hegde,54,F
867,Praveen Reddy,55,M
868,Geetha Gowda,12,F
869,Anil Patil,12,M
870,Manjunath Shetty,69,M
871,Nandini Naik,39,M
872,Shobha Hegde,63,F
873,Vinay Poojary,70,F
874,Naveen,8,F
874,Sushma Gowda,32,F
875,Shivakumar Naik,28,M
875,Mahesh Gowda,55,F
876,Anitha Patil,65,M
876,Manjunath Gowda,11,F
877,Deepa Kumar,28,M
877,Manjunath Shetty,35,F
878,Praveen Achar,69,F
878,Naveen,12,F
879,Savitri Patil,70,M
879,Radha Hegde,26,M
880,Basavaraj Patil,49,M
881,Kiran Kumar,29,F
882,Suresh,30,F
883,Ravi Gowda,46,M
883,Vinay Naik,42,F
884,Radha Shetty,51,F
884,Deepa,37,F
885,Sowmya Gowda,70,F
886,Manjula Rao,44,F
887,Srinivas Kumar,13,F
888,Bhavani Reddy,64,M
889,Sowmya Poojary,40,F
889,Shobha Reddy,9,F
890,Srinivas Naik,70,F
890,Suresh Hegde,14,F
891,Ravi Patil,14,F
891,Kavya,44,M
892,Anil Rao,59,M
892,Anil Poojary,35,F
893,Geetha Poojary,52,F
893,Shivakumar Patil,38,M
894,Geetha Reddy,56,F
894,Manjula Gowda,65,M
895,Prasad Rao,25,F
896,Lakshmi Kumar,40,M
896,Manjula Naik,39,F
897,Pooja Reddy,28,F
897,Ravi Kumar,61,F
898,Savitri Achar,26,F
898,Chaitra Shetty,62,M
899,Savitri Naik,65,F
900,Prasad Reddy,15,F
901,Prasad Naik,26,M
901,Lakshmi Hegde,34,M
902,Anitha Poojary,42,F
902,Naveen Rao,50,F
903,Shobha Shetty,51,M
904,Chaitra Rao,53,M
905,Sushma Kumar,68,M
906,Bhavani Hegde,9,F
906,Bhavani,30,M
907,Radha Achar,67,M
908,Praveen Kumar,60,F
909,Sushma Kumar,15,F
910,Mahesh Reddy,47,F
911,Santosh Shetty,51,F
911,Nagaraj Patil,25,F
912,Santosh Kumar,8,F
913,Radha Shetty,28,F
914,Ramesh Naik,59,F
915,Santosh Poojary,50,M
915,Chaitra Reddy,28,F
916,Deepa Poojary,45,F
916,Nagaraj,47,M
917,Radha Achar,56,F
917,Shivakumar Achar,14,M
918,Manjula Achar,42,M
918,Santosh Poojary,38,M
919,Bhavani Achar,38,M
919,Savitri Patil,57,F
920,Shobha Shetty,38,F
921,Naveen Poojary,35,F
921,Bhavani Reddy,9,M
922,Raju Naik,65,F
923,Basavaraj Patil,27,M
924,Vinay Reddy,55,F
925,Vinay,16,M
925,Suresh,9,M
926,Bhavani Gowda,20,M
926,Kavya Gowda,24,F
927,Suresh Kumar,51,F
927,Anil Achar,36,M
928,Raju Poojary,10,F
929,Anitha Patil,59,F
929,Prasad Patil,41,F
930,Ramesh Poojary,33,F
931,Kavya Achar,40,F
931,Prasad Rao,55,F
932,Raju Achar,20,F
932,Manjula Naik,55,M
933,Manjunath Naik,34,F
933,Ganesh Rao,57,M
934,Raju Kumar,18,M
934,Lakshmi,44,M
935,Raju Reddy,59,M
935,Suresh Reddy,31,M
936,Deepa Shetty,24,F
936,Prasad Kumar,49,F
937,Pooja Poojary,14,M
938,Sushma,69,M
938,Sushma Reddy,42,F
939,Anitha Achar,26,M
940,Lakshmi Patil,35,F
940,Savitri Achar,55,M
941,Basavaraj Shetty,30,M
941,Manjunath Rao,32,M
942,Sowmya Kumar,19,M
943,Lakshmi,51,M
943,Prasad Hegde,9,M
944,Kavya Reddy,58,F
944,Nandini,45,F
945,Basavaraj Patil,52,M
945,Ramesh Rao,65,F
946,Manjunath Naik,11,M
946,Sowmya,54,M
947,Manjula Hegde,45,M
948,Raju Hegde,35,M
949,Ganesh Hegde,17,M
950,Nandini Rao,20,F
951,Kiran Rao,38,F
952,Vinay Rao,25,F
952,Nandini Naik,55,F
953,Deepa Patil,59,M
954,Basavaraj Achar,40,M
954,Mahesh Patil,54,M
955,Savitri Shetty,66,M
955,Raju Reddy,13,M
956,Naveen Gowda,16,M
957,Praveen,29,M
958,Pooja Reddy,25,M
958,Ganesh Gowda,49,F
959,Geetha Achar,46,M
960,Manjula Gowda,37,F
960,Srinivas Poojary,22,F
961,Savitri Naik,40,F
962,Anitha Reddy,30,F
963,Raju,24,M
963,Prasad Poojary,8,F
964,Basavaraj Hegde,41,F
964,Raju Gowda,44,M
965,Pooja Achar,16,M
966,Shivakumar Rao,27,F
967,Suresh Kumar,20,M
967,Srinivas Rao,32,M
968,Anil Naik,63,F
969,Radha Patil,30,F
969,Shivakumar Naik,45,M
970,Prasad Shetty,67,F
970,Prasad Hegde,8,F
971,Sowmya Shetty,48,M
971,Sushma Poojary,40,F
972,Prasad Shetty,48,M
973,Bhavani Rao,31,M
973,Sushma Naik,61,M
974,Anitha Poojary,67,M
975,Nagaraj Kumar,19,F
975,Pooja Rao,69,M
976,Nagaraj Hegde,62,F
977,Santosh Hegde,17,M
978,Geetha Kumar,53,F
979,Shivakumar Patil,45,F
980,Kavya Naik,17,M
980,Raju Achar,57,F
981,Ravi Achar,58,F
982,Sowmya Achar,69,M
983,Pooja Reddy,47,F
984,Sowmya,19,F
984,Lakshmi Hegde,59,F
985,Kiran Patil,20,F
985,Anil Patil,29,F
986,Manjula Rao,9,M
986,Raju,60,F
987,Nandini Hegde,59,M
987,Vinay Naik,50,F
988,Anitha,70,F
988,Manjula Gowda,16,M
989,Praveen,67,M
990,Chaitra Gowda,29,M
991,Sushma Reddy,43,F
992,Kavya,55,F
992,Praveen Shetty,47,M
993,Praveen Kumar,38,M
994,Sushma Hegde,49,F
995,Nandini Achar,63,F
995,Nagaraj Reddy,12,F
996,Manjunath Kumar,57,M
997,Srinivas Shetty,23,M
998,Kavya Hegde,13,F
998,Mahesh Reddy,60,M
999,Suresh Gowda,67,M
999,Ramesh Gowda,60,M
1000,Sushma Gowda,62,M
1001,Chaitra Shetty,45,F
1001,Radha Gowda,28,F
1002,Nandini Naik,55,M
1003,Lakshmi Rao,8,F
1003,Kavya Gowda,58,M
1004,Shobha Kumar,39,M
1005,Sowmya Poojary,49,F
1005,Raju Achar,36,F
1006,Ramesh Gowda,37,M
1006,Srinivas Achar,21,F
1007,Kavya Patil,11,M
1008,Mahesh Naik,59,F
1008,Geetha Naik,43,F
1009,Shobha Reddy,45,M
1010,Anitha,39,F
1011,Kavya Gowda,20,F
1012,Chaitra Gowda,19,M
1012,Basavaraj Naik,65,F
1013,Ganesh Rao,25,F
1013,Ganesh Reddy,53,F
1014,Suresh Reddy,44,F
1015,Bhavani,8,F
1015,Sowmya Reddy,45,M
1016,Kiran Shetty,69,M
1016,Sowmya Shetty,52,M
1017,Savitri,28,F
1017,Manjula Naik,30,F
1018,Manjula Patil,53,F
1019,Ganesh Hegde,23,F
1020,Savitri Achar,50,F
1021,Manjunath Reddy,44,M
1021,Savitri Patil,66,F
1022,Prasad Naik,52,F
1023,Geetha Patil,70,F
1023,Santosh Achar,43,M
1024,Suresh Gowda,35,F
1025,Anil Patil,61,F
1026,Shivakumar Reddy,18,F
1027,Lakshmi,38,M
1027,Vinay Poojary,9,F
1028,Anil Gowda,40,F
1029,Raju Rao,70,F
1029,Mahesh Shetty,31,F
1030,Radha Naik,32,M
1031,Lakshmi Gowda,22,F
1032,Manjula,69,M
1033,Raju Hegde,17,F
1033,Mahesh,25,M
1034,Nandini Kumar,25,F
1034,Kavya Reddy,37,F
1035,Manjunath Hegde,17,M
1036,Chaitra Kumar,24,M
1036,Suresh Poojary,12,F
1037,Deepa Shetty,19,F
1037,Ramesh Shetty,53,F
1038,Manjula Hegde,66,M
1039,Suresh Patil,46,M
1039,Praveen Rao,47,F
1040,Anil Patil,33,M
1041,Praveen Patil,49,F
1042,Sushma Reddy,9,F
1043,Chaitra,37,M
1043,Chaitra Patil,32,M
1044,Shivakumar Patil,8,M
1045,Praveen Kumar,54,M
1046,Shivakumar Achar,38,F
1047,Naveen Hegde,33,F
1047,Ramesh Reddy,35,M
1048,Deepa Rao,34,F
1048,Vinay Patil,56,F
1049,Santosh Achar,67,F
1050,Bhavani Gowda,43,F
1051,Manjunath Poojary,66,M
1051,Srinivas Patil,21,M
1052,Radha,27,F
1053,Sowmya,24,F
1053,Bhavani Shetty,8,F
1054,Deepa Gowda,35,M
1055,Naveen,20,F
1055,Kavya Poojary,42,F
1056,Lakshmi,23,F
1057,Anitha Hegde,15,F
1057,Lakshmi Achar,17,F
1058,Lakshmi Hegde,36,M
1058,Manjula Patil,32,M
1059,Mahesh Shetty,16,F
1060,Sushma Shetty,56,F
1061,Sushma Poojary,69,M
1061,Geetha Hegde,25,M
1062,Savitri,28,F
1063,Pooja Hegde,27,M
1063,Sowmya Gowda,66,M
1064,Anil Achar,53,F
1065,Basavaraj Patil,53,F
1065,Nandini Kumar,33,F
1066,Praveen Poojary,52,M
1067,Pooja Naik,15,F
1068,Chaitra Gowda,26,F
1068,Chaitra Reddy,36,F
1069,Pooja,31,M
1069,Ravi Rao,18,F
1070,Santosh Hegde,62,M
1070,Sowmya Kumar,9,M
1071,Sushma Reddy,11,M
1072,Geetha Achar,29,F
1072,Shobha Rao,24,M
1073,Chaitra Reddy,52,M
1074,Anil Patil,57,M
1075,Prasad Kumar,64,F
1075,Pooja Reddy,63,F
1076,Nagaraj Gowda,27,F
1077,Ganesh Shetty,52,F
1078,Geetha Gowda,8,M
1078,Manjula Naik,28,F
1079,Naveen Patil,10,M
1080,Geetha Achar,55,F
1081,Srinivas Achar,14,M
1081,Chaitra,58,M
1082,Praveen Naik,39,M
1082,Prasad Achar,62,F
1083,Suresh Poojary,61,F
1084,Sowmya Patil,25,F
1085,Anil Naik,56,F
1086,Radha Shetty,33,F
1087,Santosh Rao,43,F
1087,Raju Naik,17,F
1088,Radha Reddy,42,M
1089,Anitha Hegde,14,F
1089,Nagaraj Achar,62,F
1090,Basavaraj Reddy,58,M
1090,Anil Patil,47,F
1091,Kavya Rao,19,M
1092,Manjunath Kumar,8,F
1092,Basavaraj Rao,42,F
1093,Anitha Gowda,41,M
1093,Manjula Patil,43,M
1094,Nandini Patil,37,M
1095,Suresh Patil,68,F
1096,Geetha Reddy,10,F
1097,Kiran,35,M
1098,Savitri Reddy,52,M
1099,Kavya Shetty,21,F
1100,Kavya Rao,63,F
1100,Nagaraj Achar,62,F
1101,Praveen Achar,48,F
1101,Bhavani Hegde,17,F
1102,Geetha Hegde,12,F
1102,Manjula Rao,8,F
1103,Pooja Poojary,54,F
1104,Sushma Shetty,20,M
1104,Anitha Naik,67,M
1105,Srinivas Kumar,60,F
1105,Kavya Kumar,45,F
1106,Ravi Gowda,31,F
1106,Praveen Naik,32,M
1107,Lakshmi Reddy,61,F
1107,Radha Kumar,49,F
1108,Kiran Reddy,29,F
1109,Basavaraj Shetty,27,F
1109,Manjula Reddy,67,F
1110,Radha,67,M
1110,Geetha Gowda,18,M
1111,Nagaraj Kumar,24,F
1111,Shivakumar Reddy,57,F
1112,Lakshmi Poojary,51,M
1112,Radha Reddy,56,F
1113,Basavaraj Hegde,14,M
1113,Manjula Patil,44,F
1114,Chaitra Reddy,39,M
1114,Sushma Naik,68,F
1115,Prasad Reddy,36,F
1115,Deepa Reddy,18,F
1116,Prasad Shetty,10,M
1117,Srinivas Gowda,62,F
1117,Manjula Patil,39,F
1118,Nagaraj Naik,47,F
1119,Srinivas Achar,10,F
1119,Suresh Hegde,14,F
1120,Radha Achar,11,F
1121,Bhavani Reddy,17,F
1122,Prasad Shetty,67,F
1122,Lakshmi Reddy,60,F
1123,Kiran Reddy,68,F
1123,Shivakumar Achar,36,F
1124,Chaitra Rao,46,F
1124,Santosh Rao,44,M
1125,Deepa Poojary,26,M
1126,Nagaraj Naik,26,M
1126,Prasad Hegde,65,M
1127,Radha Hegde,44,M
1127,Vinay,64,F
1128,Nandini Patil,62,M
1128,Suresh Shetty,68,M
1129,Pooja Naik,65,F
1129,Manjula Rao,19,F
1130,Kiran Kumar,31,M
1131,Sushma Naik,24,M
1132,Bhavani Rao,68,F
1132,Shivakumar Shetty,18,F
1133,Sowmya Gowda,56,M
1133,Sushma Achar,69,F
1134,Srinivas Gowda,61,F
1135,Nandini Patil,51,M
1135,Sushma Patil,14,F
1136,Chaitra Rao,37,F
1137,Manjula Achar,44,M
1137,Deepa Reddy,46,F
1138,Nandini Naik,28,F
1138,Santosh Achar,36,M
1139,Santosh Patil,37,M
1139,Nandini Reddy,13,M
1140,Bhavani Rao,61,M
1140,Sowmya Achar,22,F
1141,Pooja Gowda,43,M
1142,Nandini Gowda,52,F
1142,Santosh Reddy,23,F
1143,Mahesh Hegde,31,F
1144,Lakshmi Kumar,32,M
1144,Sushma Shetty,41,M
1145,Nagaraj Gowda,28,F
1145,Sushma Patil,28,F
1146,Kiran Poojary,24,F
1146,Anil Rao,33,M
1147,Nandini Shetty,31,F
1148,Praveen Gowda,10,M
1149,Santosh,68,M
1150,Anitha Hegde,25,M
1151,Mahesh Shetty,24,M
1152,Raju Poojary,66,M
1153,Nagaraj,30,F
1153,Santosh,10,F
1154,Shobha Kumar,53,F
1155,Manjunath Kumar,54,F
1156,Bhavani Patil,14,F
1156,Raju Reddy,41,F
1157,Bhavani Hegde,22,F
1158,Manjula Reddy,16,M
1159,Ravi Achar,18,F
1160,Manjula Gowda,52,M
1160,Chaitra,36,M
1161,Manjula Reddy,38,M
1161,Raju Shetty,15,F
1162,Nagaraj Rao,29,M
1163,Pooja Reddy,17,F
1164,Radha Kumar,43,M
1164,Basavaraj Achar,20,M
1165,Nandini Poojary,41,F
1166,Raju Shetty,19,M
1166,Bhavani Patil,35,M
1167,Pooja Rao,28,M
1167,Naveen Kumar,56,F
1168,Lakshmi Shetty,22,M
1169,Shivakumar Patil,9,M
1170,Savitri,52,M
1171,Raju Achar,59,M
1172,Vinay Shetty,31,F
1173,Srinivas Patil,29,M
1173,Manjula Hegde,52,F
1174,Shivakumar Gowda,43,M
1174,Chaitra Reddy,16,M
1175,Kiran Naik,52,F
1175,Ganesh Reddy,14,F
1176,Sushma Shetty,62,M
1177,Sowmya Gowda,43,F
1178,Nandini Achar,20,M
1178,Naveen Patil,61,M
1179,Savitri Hegde,69,M
1180,Ravi Patil,9,M
1180,Basavaraj Naik,27,M
1181,Geetha Reddy,31,M
1182,Ganesh Hegde,66,M
1183,Sushma Naik,68,F
1184,Nagaraj Hegde,40,M
1184,Santosh Reddy,38,F
1185,Mahesh Poojary,51,M
1186,Deepa Poojary,59,M
1186,Kavya Rao,38,M
1187,Nagaraj Gowda,57,M
1187,Shobha Naik,61,F
1188,Vinay Shetty,63,M
1189,Shivakumar Naik,38,F
1189,Ravi Poojary,25,M
1190,Prasad,68,F
1191,Sowmya Poojary,59,M
1191,Geetha,58,M
1192,Srinivas Naik,40,M
1193,Vinay Gowda,36,M
1194,Radha Reddy,54,M
1194,Mahesh Shetty,25,M
1195,Prasad Patil,61,F
1195,Shobha Kumar,24,F
1196,Manjula,41,M
1196,Sowmya,14,M
1197,Nandini Shetty,41,F
1198,Manjula Rao,51,F
1198,Vinay Achar,53,F
1199,Nagaraj Reddy,52,M
1200,Naveen Kumar,16,F
1201,Lakshmi Reddy,32,F
1202,Manjula Gowda,43,F
1203,Geetha Gowda,39,F
1204,Praveen,13,F
1204,Sowmya Rao,12,F
1205,Ravi Kumar,11,M
1205,Suresh Naik,50,M
1206,Nandini Gowda,26,F
1207,Shivakumar Hegde,69,M
1208,Basavaraj Achar,53,M
1209,Chaitra Achar,59,F
1209,Shobha Reddy,8,M
1210,Praveen Hegde,45,M
1210,Ravi Rao,16,F
1211,Santosh Poojary,48,F
1212,Anil Poojary,69,M
1213,Deepa Kumar,37,M
1214,Deepa Poojary,63,F
1214,Pooja Shetty,30,F
1215,Kavya Shetty,21,M
1216,Anitha Rao,57,F
1216,Ramesh Patil,38,F
1217,Sushma Reddy,47,F
1218,Anil Naik,38,F
1218,Sowmya Rao,32,M
1219,Bhavani,8,M
1220,Basavaraj Hegde,41,M
1220,Deepa Reddy,24,M
1221,Ravi Achar,42,F
1221,Santosh Achar,38,F
1222,Shobha Reddy,27,M
1222,Nagaraj Reddy,30,F
1223,Pooja Gowda,23,F
1223,Shivakumar Reddy,27,F
1224,Sushma Patil,63,M
1224,Naveen Naik,13,M
1225,Suresh Rao,47,F
1226,Ravi Poojary,10,M
1227,Sowmya Reddy,60,F
1228,Anitha Kumar,39,F
1228,Chaitra Hegde,18,M
1229,Praveen Hegde,12,M
1230,Ravi Naik,31,M
1231,Mahesh Naik,65,F
1231,Radha Achar,45,M
1232,Raju Gowda,20,F
1233,Shobha Poojary,13,M
1233,Mahesh Reddy,58,M
1234,Manjula Reddy,24,M
1234,Praveen Reddy,32,F
1235,Vinay,63,F
1235,Manjunath Gowda,37,M
1236,Savitri Kumar,34,M
1236,Pooja Patil,70,F
1237,Kavya Shetty,49,M
1237,Anitha Achar,61,M
1238,Kavya Shetty,48,F
1238,Manjunath Shetty,9,F
1239,Nagaraj,40,F
1239,Ramesh Patil,53,F
1240,Suresh Reddy,16,F
1241,Ramesh Hegde,49,M
1242,Raju Hegde,30,F
1243,Sushma Rao,47,M
1244,Basavaraj Rao,23,F
1245,Kavya Kumar,58,M
1246,Manjula Achar,28,F
