case_id,name,occupation
886,Manjula Rao,Business
887,Srinivas Shetty,Government Employee
888,Bhavani Reddy,Private Employee
889,Sowmya Poojary,Unemployed
890,Radha Shetty,Business
891,Radha,Business
892,Anil Rao,Unemployed
893,Geetha Poojary,Farmer
894,Praveen Achar,Homemaker
895,Shivakumar Rao,Farmer
896,Lakshmi Kumar,Government Employee
897,Anitha Shetty,Private Employee
898,Savitri Achar,Farmer
899,Savitri Naik,Homemaker
900,Prasad Reddy,Unemployed
901,Prasad Naik,Business
902,Ganesh Poojary,Business
903,Manjula Poojary,Business
904,Anitha Gowda,Unemployed
905,Chaitra Rao,Unemployed
906,Bhavani Hegde,Private Employee
907,Radha Achar,Government Employee
908,Praveen Kumar,Student
909,Sushma Kumar,Government Employee
910,Raju Patil,Government Employee
911,Srinivas Poojary,Farmer
912,Santosh Kumar,Business
913,Radha Shetty,Farmer
914,Kiran,Private Employee
915,Suresh Rao,Homemaker
916,Ganesh Shetty,Government Employee
917,Radha Achar,Business
918,Manjula Achar,Farmer
919,Bhavani Achar,Unemployed
920,Shobha Shetty,Unemployed
921,Manjunath Naik,Business
922,Pooja Achar,Farmer
923,Basavaraj Patil,Unemployed
924,Vinay Reddy,Farmer
925,Vinay,Government Employee
926,Bhavani Gowda,Government Employee
927,Suresh Kumar,Homemaker
928,Raju Poojary,Private Employee
929,Anitha Patil,Business
930,Ramesh Poojary,Private Employee
931,Kavya Achar,Student
932,Praveen,Government Employee
933,Suresh Patil,Government Employee
934,Geetha Rao,Unemployed
935,Suresh Naik,Government Employee
936,Deepa Shetty,Government Employee
937,Pooja Poojary,Private Employee
938,Sushma,Unemployed
939,Anitha Achar,Government Employee
940,Lakshmi Patil,Homemaker
941,Basavaraj Shetty,Government Employee
942,Pooja Hegde,Unemployed
943,Vinay Poojary,Farmer
944,Kavya Reddy,Private Employee
945,Shobha Rao,Unemployed
946,Manjunath Naik,Unemployed
947,Manjula Hegde,Unemployed
948,Kavya Gowda,Homemaker
949,Ganesh Hegde,Private Employee
950,Nandini Rao,Private Employee
951,Sushma Gowda,Government Employee
952,Sowmya Reddy,Private Employee
953,Sushma Gowda,Farmer
954,Anil Reddy,Private Employee
955,Savitri Shetty,Government Employee
956,Ganesh Gowda,Unemployed
957,Praveen,Unemployed
958,Pooja Reddy,Business
959,Santosh Reddy,Homemaker
960,Basavaraj Achar,Private Employee
961,Manjunath Kumar,Business
962,Raju Hegde,Farmer
963,Anil Reddy,Farmer
964,Manjunath Naik,Unemployed
965,Anitha,Student
966,Shivakumar Rao,Homemaker
967,Basavaraj Reddy,Unemployed
968,Anil Naik,Private Employee
969,Kavya Reddy,Business
970,Basavaraj Patil,Unemployed
971,Prasad,Business
972,Prasad Shetty,Business
973,Santosh Reddy,Private Employee
974,Praveen Patil,Unemployed
975,Lakshmi,Homemaker
976,Nagaraj Hegde,Unemployed
977,Chaitra Kumar,Farmer
978,Raju Achar,Student
979,Shivakumar Patil,Unemployed
980,Kavya Naik,Unemployed
981,Ravi Achar,Private Employee
982,Sushma Rao,Business
983,Manjula Shetty,Business
984,Sowmya,Unemployed
985,Praveen Kumar,Unemployed
986,Manjula Rao,Student
987,Ravi Poojary,Private Employee
988,Anitha,Student
989,Santosh Hegde,Government Employee
990,Deepa,Private Employee
991,Shivakumar Achar,Business
992,Shivakumar Patil,Business
993,Praveen Kumar,Business
994,Mahesh Kumar,Student
995,Nandini Achar,Business
996,Manjunath Kumar,Business
997,Srinivas Shetty,Farmer
998,Geetha Reddy,Farmer
999,Suresh Gowda,Private Employee
1000,Sushma Gowda,Private Employee
1001,Anitha Poojary,Private Employee
1002,Nandini Naik,Business
1003,Lakshmi Rao,Farmer
1004,Shobha Kumar,Government Employee
1005,Bhavani Poojary,Student
1006,Ramesh Gowda,Business
1007,Shobha Kumar,Government Employee
1008,Mahesh Naik,Government Employee
1009,Naveen Gowda,Homemaker
1010,Anitha,Farmer
1011,Kavya Gowda,Private Employee
1012,Chaitra Gowda,Homemaker
1013,Ganesh Rao,Government Employee
1014,Praveen Rao,Unemployed
1015,Bhavani,Student
1016,Srinivas Patil,Student
1017,Savitri,Business
1018,Vinay Hegde,Student
1019,Suresh Rao,Unemployed
1020,Savitri Achar,Unemployed
1021,Manjunath Reddy,Business
1022,Prasad Naik,Government Employee
1023,Sushma Rao,Business
1024,Suresh Gowda,Private Employee
1025,Anil Patil,Government Employee
1026,Shivakumar Reddy,Government Employee
1027,Lakshmi,Homemaker
1028,Anil Gowda,Student
1029,Kavya Patil,Student
1030,Vinay Kumar,Government Employee
1031,Lakshmi Gowda,Unemployed
1032,Manjula,Student
1033,Shivakumar Poojary,Private Employee
1034,Nandini Kumar,Homemaker
1035,Sushma Reddy,Homemaker
1036,Basavaraj Gowda,Unemployed
1037,Deepa Shetty,Homemaker
1038,Nagaraj Rao,Student
1039,Radha Achar,Student
1040,Anil Patil,Unemployed
1041,Praveen Patil,Farmer
1042,Sushma Reddy,Farmer
1043,Savitri,Government Employee
1044,Shivakumar Patil,Private Employee
1045,Praveen Kumar,Farmer
1046,Shobha Achar,Government Employee
1047,Naveen Hegde,Private Employee
1048,Deepa Rao,Government Employee
1049,Santosh Achar,Student
1050,Kiran Rao,Unemployed
1051,Manjunath,Business
1052,Radha,Homemaker
1053,Praveen Patil,Unemployed
1054,Kiran Naik,Student
1055,Naveen,Unemployed
1056,Lakshmi,Private Employee
1057,Anil Poojary,Homemaker
1058,Lakshmi Hegde,Business
1059,Mahesh Shetty,Student
1060,Kavya Hegde,Homemaker
1061,Bhavani Shetty,Student
1062,Mahesh Naik,Government Employee
1063,Kiran Kumar,Unemployed
1064,Anil Achar,Unemployed
1065,Basavaraj Patil,Homemaker
1066,Praveen Poojary,Government Employee
1067,Pooja Gowda,Farmer
1068,Radha Patil,Government Employee
1069,Pooja,Business
1070,Praveen Kumar,Unemployed
1071,Sushma Reddy,Unemployed
1072,Anil Naik,Unemployed
1073,Manjunath Patil,Student
1074,Nandini Gowda,Homemaker
1075,Geetha Poojary,Private Employee
1076,Manjunath Kumar,Government Employee
1077,Basavaraj Achar,Farmer
1078,Geetha Gowda,Business
1079,Naveen Patil,Student
1080,Mahesh Reddy,Unemployed
1081,Srinivas Achar,Unemployed
1082,Praveen Naik,Farmer
1083,Deepa Achar,Unemployed
1084,Sowmya Patil,Private Employee
1085,Anil Naik,Homemaker
1086,Praveen Poojary,Private Employee
1087,Santosh Rao,Farmer
1088,Radha Reddy,Business
1089,Anitha Hegde,Government Employee
1090,Basavaraj Reddy,Farmer
1091,Chaitra Kumar,Private Employee
1092,Deepa Patil,Student
1093,Sowmya Hegde,Student
1094,Bhavani Rao,Unemployed
1095,Raju Kumar,Private Employee
1096,Geetha Reddy,Homemaker
1097,Bhavani Naik,Business
1098,Raju Hegde,Student
1099,Kavya Shetty,Private Employee
1100,Kavya Rao,Business
1101,Pooja Shetty,Farmer
1102,Geetha Hegde,Unemployed
1103,Pooja Poojary,Unemployed
1104,Sushma Shetty,Farmer
1105,Srinivas,Business
1106,Bhavani Rao,Government Employee
1107,Lakshmi Reddy,Unemployed
1108,Raju Hegde,Unemployed
1109,Praveen Naik,Student
1110,Radha,Farmer
1111,Lakshmi Rao,Homemaker
1112,Lakshmi Poojary,Homemaker
1113,Basavaraj Hegde,Private Employee
1114,Chaitra Reddy,Farmer
1115,Prasad Reddy,Student
1116,Prasad Shetty,Homemaker
1117,Srinivas Gowda,Farmer
1118,Nagaraj Naik,Homemaker
1119,Srinivas Achar,Farmer
1120,Radha Achar,Private Employee
1121,Bhavani Reddy,Homemaker
1122,Shivakumar Achar,Government Employee
1123,Kiran Reddy,Government Employee
1124,Bhavani Rao,Government Employee
1125,Deepa Poojary,Government Employee
1126,Nagaraj Naik,Business
1127,Pooja Poojary,Student
1128,Suresh Rao,Student
1129,Pooja Naik,Unemployed
1130,Sowmya Rao,Farmer
1131,Sushma Naik,Student
1132,Sushma Rao,Farmer
1133,Sowmya Gowda,Student
1134,Srinivas Gowda,Student
1135,Anil Naik,Government Employee
1136,Chaitra Rao,Government Employee
1137,Nandini Naik,Unemployed
1138,Prasad Rao,Business
1139,Santosh Patil,Business
1140,Suresh Hegde,Student
1141,Pooja Gowda,Homemaker
1142,Nandini Gowda,Business
1143,Anitha Reddy,Student
1144,Lakshmi Kumar,Student
1145,Nagaraj Gowda,Unemployed
1146,Kiran Poojary,Private Employee
1147,Nandini Shetty,Business
1148,Praveen Gowda,Unemployed
1149,Santosh,Homemaker
1150,Anitha Hegde,Farmer
1151,Vinay Achar,Homemaker
1152,Raju Poojary,Business
1153,Nandini Achar,Unemployed
1154,Lakshmi Hegde,Homemaker
1155,Manjunath Kumar,Business
1156,Pooja Patil,Private Employee
1157,Bhavani Hegde,Unemployed
1158,Manjula Reddy,Farmer
1159,Ravi Achar,Homemaker
1160,Manjula Gowda,Business
1161,Manjula Reddy,Business
1162,Nagaraj Rao,Homemaker
1163,Vinay Shetty,Government Employee
1164,Radha Kumar,Unemployed
1165,Nandini Poojary,Farmer
1166,Raju Shetty,Business
1167,Pooja Rao,Private Employee
1168,Nagaraj Reddy,Farmer
1169,Shivakumar Patil,Homemaker
1170,Lakshmi Poojary,Unemployed
1171,Raju Achar,Government Employee
1172,Vinay Shetty,Private Employee
1173,Basavaraj Achar,Private Employee
1174,Shivakumar Gowda,Government Employee
1175,Kiran Naik,Student
1176,Sushma Shetty,Student
1177,Sowmya Gowda,Homemaker
1178,Basavaraj Rao,Private Employee
1179,Savitri Hegde,Farmer
1180,Ravi Patil,Unemployed
1181,Geetha Reddy,Government Employee
1182,Ganesh Hegde,Private Employee
1183,Sushma Naik,Student
1184,Chaitra Achar,Business
1185,Basavaraj Hegde,Homemaker
1186,Deepa Poojary,Farmer
1187,Nagaraj Gowda,Government Employee
1188,Vinay Shetty,Farmer
1189,Kiran Kumar,Government Employee
1190,Srinivas Rao,Homemaker
1191,Sowmya Poojary,Student
1192,Shobha Achar,Government Employee
1193,Vinay Gowda,Private Employee
1194,Radha Reddy,Unemployed
1195,Raju Rao,Farmer
1196,Srinivas Reddy,Farmer
1197,Nandini Shetty,Unemployed
1198,Chaitra Shetty,Government Employee
1199,Nagaraj Reddy,Government Employee
1200,Naveen Kumar,Farmer
1201,Shivakumar Gowda,Student
1202,Savitri Kumar,Business
1203,Geetha Gowda,Student
1204,Vinay Shetty,Private Employee
1205,Pooja Naik,Private Employee
1206,Ganesh Achar,Homemaker
1207,Shivakumar Hegde,Government Employee
1208,Basavaraj Achar,Unemployed
1209,Geetha Achar,Farmer
1210,Bhavani,Private Employee
1211,Kiran Shetty,Homemaker
1212,Anitha Poojary,Private Employee
1213,Deepa Hegde,Private Employee
1214,Sushma Achar,Business
1215,Nagaraj Poojary,Government Employee
1216,Anitha Rao,Farmer
1217,Sushma Reddy,Homemaker
1218,Anil Naik,Farmer
1219,Ravi Rao,Private Employee
1220,Ramesh Kumar,Business
1221,Ravi Achar,Farmer
1222,Shobha Reddy,Government Employee
1223,Vinay Hegde,Business
1224,Sushma Patil,Farmer
1225,Suresh Rao,Student
1226,Ravi Poojary,Homemaker
1227,Sowmya Reddy,Government Employee
1228,Anitha Kumar,Homemaker
1229,Nagaraj Reddy,Business
1230,Prasad Naik,Homemaker
1231,Mahesh Naik,Homemaker
1232,Mahesh Gowda,Student
1233,Shobha Poojary,Private Employee
1234,Geetha Shetty,Homemaker
1235,Pooja Kumar,Private Employee
1236,Savitri Kumar,Business
1237,Kavya Shetty,Unemployed
1238,Kavya Shetty,Student
1239,Nagaraj,Homemaker
1240,Suresh Rao,Private Employee
1241,Ramesh Hegde,Student
1242,Raju Hegde,Unemployed
1243,Mahesh Gowda,Homemaker
1244,Basavaraj Rao,Private Employee
1245,Shivakumar Poojary,Homemaker
1246,Praveen Reddy,Government Employee
1247,Basavaraj Hegde,Student
1248,Praveen Poojary,Business
1249,Ravi Shetty,Unemployed
1250,Anitha Poojary,Homemaker
1251,Praveen Rao,Private Employee
1252,Kavya Reddy,Homemaker
1253,Radha Gowda,Government Employee
1254,Anil,Business
1255,Basavaraj Achar,Private Employee
1256,Sowmya,Student
1257,Ravi,Business
1258,Mahesh Kumar,Student
1259,Ravi Achar,Farmer
1260,Lakshmi Achar,Unemployed
1261,Shivakumar,Unemployed
1262,Radha Poojary,Homemaker
1263,Bhavani,Unemployed
1264,Mahesh,Unemployed
1265,Radha Patil,Government Employee
1266,Shobha Gowda,Government Employee
1267,Nagaraj Reddy,Unemployed
1268,Deepa Patil,Government Employee
1269,Nagaraj Naik,Farmer
1270,Ravi Reddy,Homemaker
1271,Sowmya Gowda,Homemaker
1272,Chaitra Gowda,Farmer
1273,Santosh Shetty,Government Employee
1274,Manjula Reddy,Private Employee
1275,Manjula Poojary,Farmer
1276,Srinivas Achar,Student
1277,Basavaraj Patil,Private Employee
1278,Sowmya Gowda,Farmer
1279,Mahesh Reddy,Business
1280,Vinay Gowda,Farmer
1281,Raju Rao,Government Employee
1282,Prasad Hegde,Farmer
1283,Nandini Kumar,Student
1284,Shobha Reddy,Business
1285,Praveen Achar,Business
1286,Nagaraj Poojary,Business
1287,Anil Rao,Business
1288,Pooja,Unemployed
1289,Shobha Rao,Farmer
1290,Shobha Gowda,Business
1291,Ramesh,Government Employee
1292,Nandini Achar,Government Employee
1293,Manjula Shetty,Homemaker
1294,Raju Rao,Unemployed
1295,Savitri Kumar,Business
1296,Chaitra Naik,Student
1297,Shobha Hegde,Business
1298,Vinay Hegde,Private Employee
1299,Sowmya Poojary,Business
1300,Ganesh,Private Employee
1301,Lakshmi Reddy,Farmer
1302,Pooja Achar,Student
1303,Ravi Hegde,Farmer
1304,Santosh Naik,Private Employee
1305,Sowmya Reddy,Business
1306,Ravi Kumar,Unemployed
1307,Santosh,Homemaker
1308,Sushma Poojary,Private Employee
1309,Kavya Naik,Business
1310,Ramesh Rao,Private Employee
1311,Praveen,Homemaker
1312,Anitha Reddy,Business
1313,Prasad Shetty,Business
1314,Savitri,Farmer
1315,Pooja Naik,Unemployed
1316,Ramesh Poojary,Private Employee
1317,Prasad Patil,Private Employee
1318,Naveen Reddy,Government Employee
1319,Prasad Shetty,Homemaker
1320,Lakshmi,Government Employee
1321,Shobha,Unemployed
1322,Manjunath Shetty,Government Employee
1323,Lakshmi Poojary,Private Employee
1324,Sushma Hegde,Unemployed
1325,Chaitra Poojary,Business
1326,Nagaraj Hegde,Business
1327,Deepa Hegde,Unemployed
1328,Deepa Poojary,Student
1329,Shivakumar Poojary,Student
1330,Santosh Shetty,Farmer
1331,Anil Patil,Unemployed
1332,Anitha Shetty,Business
1333,Pooja,Business
1334,Shobha Rao,Farmer
1335,Savitri Achar,Homemaker
1336,Prasad Naik,Unemployed
1337,Kavya Kumar,Government Employee
1338,Manjunath Naik,Government Employee
1339,Savitri Reddy,Government Employee
1340,Praveen Hegde,Unemployed
1341,Basavaraj Hegde,Farmer
1342,Anitha Shetty,Farmer
1343,Prasad Reddy,Private Employee
1344,Manjunath Rao,Unemployed
1345,Sowmya Gowda,Unemployed
1346,Chaitra Hegde,Farmer
1347,Anitha Achar,Business
1348,Raju,Student
1349,Sushma,Unemployed
1350,Srinivas,Private Employee
1351,Anil Shetty,Farmer
1352,Santosh Naik,Business
1353,Vinay Hegde,Farmer
1354,Kavya Achar,Business
1355,Manjunath Rao,Homemaker
1356,Ramesh Achar,Private Employee
1357,Praveen Patil,Government Employee
1358,Mahesh Poojary,Unemployed
1359,Srinivas,Student
1360,Manjunath Hegde,Government Employee
1361,Kavya Kumar,Unemployed
1362,Deepa Kumar,Student
1363,Shobha Patil,Student
1364,Mahesh Rao,Government Employee
1365,Santosh Poojary,Unemployed
1366,Ramesh Rao,Farmer
1367,Geetha Achar,Government Employee
1368,Pooja Patil,Unemployed
1369,Lakshmi Rao,Homemaker
1370,Bhavani Reddy,Student
1371,Nandini Rao,Business
1372,Manjunath Patil,Business
1373,Shobha Shetty,Private Employee
1374,Kavya Rao,Government Employee
1375,Sowmya Rao,Homemaker
1376,Naveen Gowda,Unemployed
1377,Sushma Achar,Business
1378,Basavaraj Poojary,Government Employee
1379,Lakshmi Achar,Homemaker
1380,Sushma Achar,Unemployed
1381,Vinay Hegde,Homemaker
1382,Suresh Shetty,Government Employee
1383,Sushma Reddy,Unemployed
1384,Nandini Reddy,Private Employee
1385,Radha,Homemaker
1386,Deepa,Private Employee
1387,Sowmya Rao,Unemployed
1388,Nandini Gowda,Business
1389,Savitri,Unemployed
1390,Nandini Poojary,Farmer
1391,Prasad Kumar,Unemployed
1392,Praveen Kumar,Farmer
1393,Ganesh Achar,Business
1394,Ramesh Poojary,Business
1395,Shivakumar Poojary,Government Employee
1396,Sowmya Rao,Homemaker
1397,Raju,Unemployed
1398,Mahesh Naik,Farmer
1399,Deepa Poojary,Student
1400,Suresh Gowda,Farmer
1401,Raju,Farmer
1402,Raju Poojary,Private Employee
1403,Prasad Patil,Government Employee
1404,Sushma Kumar,Unemployed
1405,Suresh Achar,Unemployed
1406,Naveen Naik,Private Employee
1407,Prasad Patil,Homemaker
1408,Anitha Hegde,Private Employee
1409,Sowmya Naik,Homemaker
1410,Kavya Gowda,Government Employee
1411,Lakshmi,Farmer
1412,Sowmya Patil,Unemployed
1413,Anil,Homemaker
1414,Nagaraj Hegde,Student
1415,Srinivas Gowda,Homemaker
1416,Ganesh Hegde,Homemaker
1417,Deepa Poojary,Government Employee
1418,Chaitra Achar,Government Employee
1419,Mahesh Kumar,Business
1420,Srinivas Gowda,Farmer
1421,Manjunath Achar,Private Employee
1422,Suresh Naik,Government Employee
1423,Kavya,Student
1424,Chaitra Achar,Private Employee
1425,Santosh Reddy,Student
1426,Manjula Gowda,Farmer
1427,Deepa Shetty,Farmer
1428,Suresh,Business
1429,Nandini Patil,Farmer
1430,Chaitra Achar,Government Employee
1431,Ravi Shetty,Student
1432,Nagaraj Patil,Government Employee
1433,Manjula Poojary,Homemaker
1434,Manjunath,Homemaker
1435,Nagaraj Poojary,Farmer
1436,Vinay Reddy,Homemaker
1437,Srinivas Poojary,Business
1438,Radha Reddy,Business
1439,Sowmya Reddy,Government Employee
1440,Bhavani Rao,Farmer
1441,Manjunath Rao,Business
1442,Shobha,Unemployed
1443,Nandini Hegde,Student
1444,Anitha Rao,Business
1445,Prasad Poojary,Government Employee
1446,Manjunath Patil,Homemaker
1447,Shobha Rao,Homemaker
1448,Chaitra Kumar,Student
1449,Bhavani,Student
1450,Anil Rao,Private Employee
1451,Santosh Gowda,Student
1452,Kavya Patil,Student
1453,Sushma Naik,Unemployed
1454,Shobha Naik,Business
1455,Mahesh Gowda,Private Employee
1456,Sowmya Shetty,Business
1457,Raju Reddy,Unemployed
1458,Santosh Hegde,Private Employee
1459,Bhavani Rao,Private Employee
1460,Radha Shetty,Private Employee
1461,Deepa Poojary,Student
1462,Mahesh Poojary,Unemployed
1463,Deepa Naik,Business
1464,Ganesh Reddy,Business
1465,Savitri,Government Employee
1466,Chaitra,Government Employee
1467,Naveen Achar,Business
1468,Chaitra Patil,Business
1469,Geetha Poojary,Farmer
1470,Vinay Gowda,Farmer
1471,Bhavani Gowda,Unemployed
1472,Kiran Hegde,Farmer
1473,Naveen Kumar,Private Employee
1474,Santosh Naik,Student
1475,Sowmya Patil,Homemaker
1476,Lakshmi Naik,Homemaker
1477,Naveen Kumar,Unemployed
1478,Savitri Achar,Private Employee
1479,Vinay Hegde,Farmer
1480,Kiran Patil,Homemaker
1481,Mahesh,Business
1482,Ravi,Business
1483,Anitha Reddy,Private Employee
1484,Naveen Kumar,Student
1485,Ganesh Reddy,Government Employee
1486,Deepa Reddy,Unemployed
1487,Deepa Shetty,Government Employee
1488,Sowmya Gowda,Unemployed
1489,Lakshmi Hegde,Private Employee
1490,Mahesh Shetty,Business
1491,Ganesh Achar,Private Employee
1492,Nandini Shetty,Private Employee
1493,Geetha Rao,Government Employee
1494,Chaitra Patil,Unemployed
1495,Sushma Poojary,Homemaker
1496,Lakshmi Poojary,Government Employee
1497,Nandini Kumar,Unemployed
1498,Santosh Hegde,Student
1499,Suresh Rao,Business
1500,Shivakumar Achar,Unemployed
1501,Praveen Naik,Unemployed
1502,Praveen,Unemployed
1503,Radha Achar,Private Employee
1504,Kavya Hegde,Private Employee
1505,Anitha,Private Employee
1506,Bhavani Rao,Homemaker
1507,Mahesh Naik,Farmer
1508,Shobha Reddy,Unemployed
1509,Lakshmi Poojary,Student
1510,Ganesh Shetty,Homemaker
1511,Srinivas Poojary,Business
1512,Kavya Shetty,Business
1513,Sushma,Business
1514,Pooja Shetty,Homemaker
1515,Srinivas Reddy,Private Employee
1516,Sowmya Shetty,Homemaker
1517,Raju Gowda,Business
1518,Ramesh Kumar,Student
