case_id,name,age,gender,person_id,entity_key
391,Kiran Gowda,50,M,A1,5623edf531
392,Anil Shetty,52,M,A1,3c3d077696
393,Vinay Hegde,22,M,A1,12057191e2
393,Manjula Achar,35,F,A2,1b7889bf6d
394,Santosh,31,M,A1,315087e1ff
394,Naveen,36,M,A2,bfd3af2629
394,Suresh Gowda,31,M,A3,fb47d2ce77
395,Mahesh Shetty,45,M,A1,d535f86f2b
396,Deepa Rao,32,F,A1,92ca9174c2
397,Radha Achar,52,F,A1,5a58fc6dc5
398,Srinivas Reddy,23,M,A1,bde22e7a5f
399,Prasad Patil,28,M,A1,28b6133437
400,Ramesh Naik,27,M,A1,346ddd83bd
401,Bhavani Naik,39,F,A1,43a1b99799
401,Vinay Hegde,33,M,A2,366e3fccd1
402,Santosh,21,M,A1,bdb661b3da
402,Anitha,48,F,A2,f597115d1b
402,Suresh,25,M,A3,6b95ddf72d
403,Praveen Gowda,37,M,A1,e41cbc4845
404,Ramesh Naik,23,M,A1,b7fc6145d4
405,Ramesh Rao,43,M,A1,1bcf111fb9
406,Ravi Reddy,21,M,A1,7e5d9d58ae
407,Praveen Rao,29,M,A1,c79fc5ba73
407,Vinay Achar,18,M,A2,2ed9d17787
408,Suresh Achar,38,M,A1,eb19f2a285
408,Raju Rao,26,M,A2,131fbbff58
408,Suresh,52,M,A3,64b9022154
409,Manjunath,52,M,A1,caa2491a18
410,Kavya Patil,22,F,A1,4b5b375355
410,Santosh Patil,28,M,A2,12e1ee7f32
411,Manjula,39,F,A1,3be5807239
412,Sushma Reddy,34,F,A1,9e52c16df3
413,Chaitra Achar,25,F,A1,5f78ed255e
414,Ravi Achar,49,M,A1,9f7801f731
414,Anil,23,M,A2,690e750e63
415,Praveen Patil,38,M,A1,5f2386dcc0
416,Mahesh Reddy,46,M,A1,85391005a9
417,Ganesh Shetty,37,M,A1,f4c7fbcfe4
418,Mahesh Reddy,54,M,A1,139b859812
418,Mahesh Kumar,33,M,A2,b7b43504be
419,Srinivas Poojary,18,M,A1,a53d540937
420,Santosh Kumar,41,M,A1,346adfe44c
421,Suresh Reddy,49,M,A1,8f204a1d1f
422,Raju Kumar,24,M,A1,5bac8aa207
423,Nandini Poojary,47,F,A1,3ede561e27
423,Geetha Kumar,48,F,A2,a3f05ec158
424,Pooja Hegde,48,F,A1,31f99a9204
425,Prasad Naik,28,M,A1,94d230fd3e
426,Ravi Naik,32,M,A1,6a1bb398ac
427,Anitha Rao,23,F,A1,565d60a3a2
427,Bhavani Shetty,51,F,A2,bb3ad59ff5
427,Vinay,52,M,A3,1e9e6ed0c7
428,Mahesh Poojary,34,M,A1,fc2fc70718
429,Suresh Rao,46,M,A1,327c12466f
430,Srinivas Kumar,23,M,A1,515a7784dd
431,Kiran Poojary,41,M,A1,c8a8c41290
432,Manjunath Kumar,50,M,A1,e484b9ffdd
432,Anil Patil,53,M,A2,733979ba36
433,Praveen Hegde,50,M,A1,067c4f9c9d
434,Sowmya,33,F,A1,082f3ceb1b
435,Kavya Reddy,20,F,A1,2f7213baa7
436,Geetha Shetty,27,F,A1,aa4ae9c551
437,Savitri Poojary,42,F,A1,e5f09c6cc9
437,Ganesh Naik,52,M,A2,12a1cf2668
437,Praveen Shetty,32,M,A3,407ef32a64
438,Anitha Hegde,38,F,A1,bbbef501d1
439,Shivakumar Naik,54,M,A1,11a9c6565c
440,Mahesh Shetty,41,M,A1,e6acb9ba83
441,Vinay Naik,29,M,A1,913b90e0cb
441,Mahesh Poojary,55,M,A2,6c2b94d2e9
441,Ganesh Reddy,33,M,A3,e68318a0c1
442,Raju Gowda,53,M,A1,efd178a682
443,Nagaraj Achar,36,M,A1,2f9a10f196
444,Ravi Shetty,21,M,A1,851cc2e352
445,Raju Naik,18,M,A1,be1d43aef6
446,Shivakumar Poojary,42,M,A1,1ade5a502c
446,Nagaraj Gowda,35,M,A2,e6462bb4e6
447,Kavya Naik,33,F,A1,d33e357ff6
448,Sowmya,33,F,A1,082f3ceb1b
448,Radha Patil,40,F,A2,59b3fec713
448,Mahesh Shetty,38,M,A3,73a0a39088
449,Ramesh Achar,47,M,A1,e93f5e269c
449,Raju Gowda,27,M,A2,d47e652325
449,Vinay,48,M,A3,3322aaa235
450,Basavaraj Rao,39,M,A1,dacee0edef
451,Shivakumar Naik,38,M,A1,8d84e23568
452,Basavaraj Achar,43,M,A1,5615314f5a
452,Prasad Achar,47,M,A2,4c8a6e7c1f
453,Srinivas Patil,49,M,A1,0f871f4b35
454,Basavaraj Naik,34,M,A1,139d7e8f67
455,Ramesh Patil,44,M,A1,159f6aca34
456,Mahesh,37,M,A1,797018c686
457,Kiran Poojary,37,M,A1,3e9c5fcf0b
458,Vinay Kumar,33,M,A1,a50c61c6fd
459,Nandini Rao,51,F,A1,a62063361d
460,Anitha Gowda,21,F,A1,9651fd0a62
461,Manjunath Shetty,20,M,A1,c2d4b724e8
462,Basavaraj Hegde,18,M,A1,d27aa4c899
463,Manjula Reddy,49,F,A1,643269deb5
464,Manjula Shetty,31,F,A1,284bdf4eb4
464,Ganesh Poojary,21,M,A2,7a05448e14
464,Anil Achar,38,M,A3,4943b67364
465,Raju,30,M,A1,559001af6d
466,Suresh Achar,31,M,A1,1c4ac5dd3f
467,Anitha Rao,43,F,A1,70e719fe0b
468,Deepa Kumar,52,F,A1,5805b605a3
469,Kavya Hegde,43,F,A1,0a5265729a
470,Ravi Hegde,43,M,A1,91b3ee50a6
470,Shobha Hegde,52,F,A2,ccc6fee832
471,Santosh,19,M,A1,479e4f213d
471,Vinay Shetty,48,M,A2,5f1daca596
472,Mahesh Gowda,22,M,A1,095dd66df2
473,Savitri Kumar,36,F,A1,82fec82981
474,Bhavani,41,F,A1,3bfa5d7a9d
475,Shivakumar Naik,25,M,A1,21977d45e4
476,Manjunath Naik,31,M,A1,54a3e97e16
477,Mahesh Hegde,38,M,A1,c6a05d9f64
478,Praveen Naik,35,M,A1,1b777d6a1e
478,Sushma Rao,46,F,A2,06a4a648c5
479,Mahesh,24,M,A1,c2bd1cb645
480,Shobha Poojary,31,F,A1,06675d19d1
481,Lakshmi Poojary,32,F,A1,5688f71740
482,Anil Reddy,50,M,A1,64a3bafff2
483,Manjunath Gowda,36,M,A1,cd6266a69e
483,Lakshmi Naik,18,F,A2,b660a156a3
483,Naveen Shetty,25,M,A3,3b73ce281b
484,Geetha,33,F,A1,467594dccd
485,Radha Naik,25,F,A1,8b27db52e1
485,Nandini Hegde,41,F,A2,eee49dabd1
485,Mahesh Kumar,27,M,A3,018c35c824
486,Sushma Poojary,19,F,A1,77db634444
486,Mahesh Reddy,28,M,A2,5fc35ef1a8
486,Vinay Gowda,41,M,A3,92315ff32d
487,Kavya Achar,28,F,A1,34327ed735
488,Vinay Achar,40,M,A1,769cd5a540
489,Ravi Patil,46,M,A1,323305942f
490,Santosh Rao,46,M,A1,0f272c5c77
490,Praveen Naik,22,M,A2,28ea453c1f
491,Raju Achar,41,M,A1,a63b1380a1
492,Anitha Patil,31,F,A1,f5b402ac8a
493,Basavaraj Gowda,46,M,A1,ccbadb7bad
494,Vinay Rao,43,M,A1,fd701f4fb7
494,Kavya Hegde,45,F,A2,239eee26c2
494,Kiran Gowda,36,M,A3,2317bda5a5
495,Kiran Shetty,49,M,A1,cac7831e4a
495,Sowmya Achar,46,F,A2,308aa5529b
495,Anil Achar,18,M,A3,7cabba2333
496,Vinay Achar,25,M,A1,b7aab20a4e
496,Ramesh,31,M,A2,0b00eeb456
497,Mahesh Patil,54,M,A1,3e490e9c19
498,Nandini Achar,55,F,A1,b4f7d45d0d
499,Nagaraj Rao,26,M,A1,87acb28cd0
500,Basavaraj Hegde,54,M,A1,90d185bb37
500,Deepa Kumar,37,F,A2,9f1e232485
501,Santosh Rao,43,M,A1,b83a3a674b
502,Ramesh Shetty,42,M,A1,db87f916d8
503,Ramesh Poojary,51,M,A1,f58c5b3185
503,Prasad Poojary,20,M,A2,5412355a15
504,Raju Poojary,42,M,A1,5c3832a805
505,Lakshmi Gowda,46,F,A1,69b059c57e
506,Shivakumar Poojary,19,M,A1,4bd7f450d8
507,Vinay Kumar,20,M,A1,f9191a0640
508,Praveen Patil,32,M,A1,5f63afc3df
509,Geetha Rao,24,F,A1,a7cd03ca85
509,Manjula Poojary,44,F,A2,62a84cfa79
510,Chaitra Naik,29,F,A1,743cb5035c
511,Suresh Reddy,46,M,A1,9b1120b359
511,Shivakumar Patil,36,M,A2,5e455a280e
511,Praveen Reddy,18,M,A3,51b7e3d4b0
512,Mahesh Reddy,35,M,A1,99dc23b854
512,Raju,25,M,A2,af27d9d0a3
513,Ramesh Kumar,21,M,A1,12bad21c83
514,Anil Patil,18,M,A1,9c63f552d4
515,Mahesh Shetty,26,M,A1,1d57263b0e
516,Kiran Kumar,34,M,A1,765e662902
517,Radha Patil,41,F,A1,59b3fec713
518,Prasad,40,M,A1,db068e4c16
519,Ramesh Poojary,39,M,A1,890d2e3c85
519,Naveen Patil,52,M,A2,65196bba3d
519,Anil Naik,22,M,A3,2e819a4d68
520,Mahesh Kumar,48,M,A1,52fb67432a
521,Naveen,20,M,A1,b413757e3c
522,Lakshmi Rao,38,F,A1,036903e1ba
523,Sushma Patil,45,F,A1,71848f9241
524,Prasad Hegde,43,M,A1,4a6c5668eb
525,Praveen Achar,40,M,A1,b4e3f19ef4
526,Prasad Kumar,40,M,A1,b5a39ed6c1
527,Suresh Naik,53,M,A1,7ae335dc24
528,Naveen,53,M,A1,13d85d4e93
529,Mahesh,47,M,A1,72e9e29bf5
530,Radha Gowda,41,F,A1,dc9ede7c2d
531,Anil Rao,53,M,A1,88c5421c8b
532,Vinay,35,M,A1,06dfbbe711
533,Ganesh Rao,27,M,A1,cd6c6d809d
534,Santosh Reddy,38,M,A1,086354ed14
534,Manjula Gowda,37,F,A2,94dd8de179
535,Sushma Poojary,19,F,A1,77db634444
536,Raju Naik,26,M,A1,dae2dafd5f
537,Ramesh Kumar,34,M,A1,1ea11b6b15
537,Ramesh Achar,55,M,A2,963f8fb037
538,Vinay Patil,42,M,A1,0044b12196
539,Naveen,36,M,A1,bfd3af2629
540,Pooja Rao,55,F,A1,e799b0a808
540,Ramesh Achar,41,M,A2,b21b0368a6
540,Anil Achar,45,M,A3,84b69eb7db
541,Geetha Poojary,20,F,A1,9695748eba
542,Lakshmi Rao,39,F,A1,27f358f7b4
543,Geetha Reddy,35,F,A1,7db111e76d
544,Radha,32,F,A1,0ba63fb36d
545,Savitri Hegde,25,F,A1,469e2d9b7f
546,Nagaraj Poojary,33,M,A1,786439c919
546,Vinay Kumar,18,M,A2,f9191a0640
546,Ganesh Poojary,44,M,A3,21dd6089fb
547,Vinay Reddy,42,M,A1,9e90186a52
548,Kavya Gowda,47,F,A1,73d113b886
549,Raju Hegde,44,M,A1,53189ee4c2
549,Deepa Naik,37,F,A2,27f3947d36
549,Deepa Shetty,37,F,A3,aabecab6ca
550,Shivakumar Reddy,42,M,A1,8429d27f3b
551,Ramesh Poojary,32,M,A1,dce7dc48d7
551,Nandini Kumar,32,F,A2,38e102619e
552,Srinivas Reddy,29,M,A1,f4df1949d9
552,Shivakumar Hegde,31,M,A2,fb973ba085
552,Ganesh,23,M,A3,e2ecd46350
553,Sowmya Hegde,52,F,A1,a77e954210
554,Ganesh,37,M,A1,4d0ccf937d
554,Ramesh Poojary,26,M,A2,e8209e2b8c
554,Basavaraj Rao,40,M,A3,dacee0edef
555,Srinivas Reddy,23,M,A1,bde22e7a5f
556,Naveen,44,M,A1,cc40525f49
557,Manjula Achar,42,F,A1,9664a07143
557,Naveen Poojary,24,M,A2,b2d1224785
557,Naveen Shetty,41,M,A3,8530d58521
558,Kiran Achar,52,M,A1,676f985024
558,Bhavani Reddy,22,F,A2,736581543b
559,Vinay Hegde,53,M,A1,333470a1e8
559,Nandini Hegde,36,F,A2,635fddff84
560,Suresh Achar,49,M,A1,bb3433335f
561,Mahesh Poojary,36,M,A1,7602ec9953
562,Raju Poojary,48,M,A1,f883e9f984
562,Pooja Achar,53,F,A2,95d091ddcf
562,Shivakumar Reddy,51,M,A3,7e8de7f0ac
563,Savitri Rao,45,F,A1,d59a816c7f
564,Suresh Naik,52,M,A1,7ae335dc24
565,Raju Gowda,24,M,A1,f0913f3b13
566,Naveen Rao,43,M,A1,6769a9d0ed
567,Santosh Gowda,48,M,A1,9ef138e4a5
567,Nagaraj Naik,38,M,A2,b577f5a048
567,Nandini Achar,30,F,A3,00c749bb63
568,Kiran Gowda,46,M,A1,307c9b2abd
568,Anitha,47,F,A2,6ec4b7cd1e
568,Naveen,19,M,A3,b413757e3c
569,Ravi Naik,26,M,A1,cefb39cd63
570,Mahesh Achar,54,M,A1,8e10cdae1e
570,Praveen,33,M,A2,e695c26ee8
570,Sushma Hegde,55,F,A3,cdce01cb9c
571,Kiran Reddy,49,M,A1,73b083d9ed
572,Nagaraj Achar,29,M,A1,faf582cdee
573,Anil Shetty,20,M,A1,29e9ec83a3
573,Manjunath Rao,36,M,A2,3cb063b81f
574,Nagaraj Shetty,22,M,A1,fbb794784d
575,Naveen Kumar,48,M,A1,b7ac73f05f
576,Ganesh Shetty,25,M,A1,ae14272f46
576,Srinivas Rao,41,M,A2,4d69f0417b
577,Shivakumar Naik,22,M,A1,9657151f0d
578,Lakshmi Gowda,52,F,A1,70ab900aea
579,Basavaraj Gowda,38,M,A1,6d02bb7dbd
580,Suresh Naik,39,M,A1,a2cbbece09
581,Vinay Naik,53,M,A1,c099bc3477
582,Ramesh Gowda,22,M,A1,9b062d299b
583,Anil Gowda,36,M,A1,03b358d048
584,Ravi Achar,42,M,A1,d2a4ae4ad0
584,Kiran Reddy,33,M,A2,1535c0cb52
585,Manjula Kumar,44,F,A1,2749426036
586,Suresh Patil,49,M,A1,edf245c15f
587,Santosh Reddy,37,M,A1,086354ed14
588,Mahesh Reddy,32,M,A1,11d38e8b23
589,Santosh Hegde,46,M,A1,943916ebf6
589,Kavya Patil,30,F,A2,2cf180c672
590,Sowmya Shetty,51,F,A1,4a835861a3
590,Basavaraj Shetty,51,M,A2,3bec5e1d62
590,Basavaraj Rao,33,M,A3,80fcd648df
591,Ramesh Poojary,48,M,A1,2a9e33d669
591,Manjunath Shetty,51,M,A2,e51eba0cdd
592,Kavya Poojary,20,F,A1,7558c0fb79
593,Santosh Naik,19,M,A1,2de0baf33f
593,Shivakumar,26,M,A2,59e3933f35
593,Raju Kumar,55,M,A3,517c9d4feb
594,Vinay Naik,19,M,A1,ed92398e0e
594,Ganesh Achar,48,M,A2,bd5bb1d6b3
594,Santosh Naik,52,M,A3,8f5608a6f2
595,Ganesh Achar,36,M,A1,0896a01559
596,Ganesh Rao,46,M,A1,2737140e0a
597,Bhavani Naik,39,F,A1,43a1b99799
598,Anil Shetty,19,M,A1,29e9ec83a3
599,Kavya Achar,19,F,A1,41ab8c5baf
599,Praveen Reddy,45,M,A2,79c7f08cd8
599,Santosh Poojary,37,M,A3,cf054a6ed8
600,Basavaraj Poojary,53,M,A1,8ee39fca2f
601,Kavya,48,F,A1,847f442831
602,Nagaraj Achar,45,M,A1,55951036fc
603,Naveen Gowda,51,M,A1,9f48108411
604,Ganesh Naik,25,M,A1,c00e2c4508
604,Prasad Reddy,41,M,A2,b366a05fdf
604,Vinay Reddy,51,M,A3,78e60d94a2
605,Naveen Poojary,26,M,A1,b2d1224785
606,Srinivas Patil,53,M,A1,1d5b9ebad8
607,Pooja Kumar,22,F,A1,1322db4214
607,Raju Kumar,48,M,A2,bcf0ae245e
607,Srinivas Patil,39,M,A3,0717fced15
608,Raju Rao,35,M,A1,4215bc3961
608,Naveen Patil,47,M,A2,7be07b335b
608,Mahesh Naik,25,M,A3,03f57ed22a
609,Srinivas Hegde,24,M,A1,e68b62f445
610,Naveen Reddy,21,M,A1,03314c75d6
610,Raju Reddy,41,M,A2,19a774c5b6
611,Praveen,42,M,A1,26bfa0fc22
612,Shobha Hegde,28,F,A1,3dd3ff79e9
613,Shivakumar Hegde,48,M,A1,8c771532f1
614,Naveen,52,M,A1,13d85d4e93
615,Santosh,29,M,A1,ae32ead86d
616,Praveen Achar,39,M,A1,b4e3f19ef4
617,Manjunath Patil,51,M,A1,7f74b01861
618,Kavya Hegde,19,F,A1,883f6a9c69
619,Praveen Kumar,38,M,A1,e23ccc3eb4
620,Sushma Achar,38,F,A1,e0b71e508b
621,Naveen Shetty,35,M,A1,cc83682ef7
622,Radha Poojary,52,F,A1,05802dc61d
623,Prasad Kumar,20,M,A1,ec6333c0e0
624,Ramesh Achar,52,M,A1,9f53bad4cc
625,Anil Naik,46,M,A1,ca906d4947
626,Deepa Kumar,37,F,A1,9f1e232485
627,Radha Patil,26,F,A1,53f6c612e9
628,Nagaraj Reddy,25,M,A1,63baf429b5
629,Ramesh Reddy,33,M,A1,8841e811f3
630,Srinivas Gowda,47,M,A1,72b9fa961a
631,Praveen Achar,49,M,A1,258e791e00
632,Deepa Poojary,55,F,A1,a500edd6f8
633,Vinay Hegde,50,M,A1,49914888a0
634,Prasad Achar,39,M,A1,86d991afef
635,Ravi Reddy,48,M,A1,df19a46303
635,Nagaraj Poojary,22,M,A2,8f8fc01175
635,Lakshmi Rao,41,F,A3,27f358f7b4
636,Manjunath,30,M,A1,f9aae103de
637,Srinivas Rao,39,M,A1,4d69f0417b
637,Manjunath Patil,43,M,A2,1fa3fd9597
638,Santosh Kumar,36,M,A1,5ee25a0b6d
638,Manjunath Achar,49,M,A2,51c8e67d03
638,Ramesh Patil,33,M,A3,35ec9b8d9d
639,Ramesh Shetty,39,M,A1,be49b8e8ee
639,Shobha Hegde,41,F,A2,aed10e88bc
640,Raju Kumar,22,M,A1,a5b2697dfe
641,Ganesh Hegde,18,M,A1,b6fd0b30ca
642,Shivakumar Hegde,31,M,A1,fb973ba085
642,Suresh Rao,52,M,A2,37783250e0
643,Lakshmi Reddy,35,F,A1,c767db030d
643,Santosh Hegde,21,M,A2,a7e81f600c
643,Kiran Shetty,27,M,A3,68d76dacf5
644,Manjunath Reddy,32,M,A1,35a7a6f051
645,Kavya Hegde,32,F,A1,80dd211d76
646,Pooja Rao,37,F,A1,53d8058d69
647,Chaitra Patil,45,F,A1,fd02b8a130
647,Ramesh Patil,28,M,A2,b4d2d775b9
648,Suresh Patil,18,M,A1,82ea685be4
649,Kavya Shetty,36,F,A1,c0bd795391
650,Shivakumar Shetty,28,M,A1,87afa4a75b
651,Manjula Rao,46,F,A1,4ddb40cf4d
651,Srinivas Kumar,36,M,A2,e6f657e9ff
651,Anitha Naik,48,F,A3,112eb96b9f
652,Srinivas,28,M,A1,6744cf7db9
652,Ramesh Rao,22,M,A2,60bd257170
653,Ravi Shetty,38,M,A1,705768bb0e
653,Srinivas Gowda,46,M,A2,72b9fa961a
654,Pooja Shetty,42,F,A1,b773ca2d64
655,Ganesh Achar,36,M,A1,0896a01559
656,Praveen Kumar,21,M,A1,627a7efcca
657,Praveen,28,M,A1,fa86015fe1
657,Santosh Hegde,35,M,A2,df9a63884e
658,Ganesh Rao,25,M,A1,bbcd8f1705
659,Naveen,27,M,A1,3cf29dbbc3
659,Pooja,28,F,A2,16d905ec8f
660,Pooja Naik,24,F,A1,367bfb3425
660,Prasad Poojary,25,M,A2,78ac8827a2
660,Santosh Kumar,39,M,A3,346adfe44c
661,Ganesh,49,M,A1,b0ea955239
662,Santosh,40,M,A1,54b8e42b4c
663,Nagaraj Kumar,18,M,A1,a3072550d3
664,Basavaraj Kumar,29,M,A1,5afff14b7b
665,Ganesh Hegde,39,M,A1,98c80131ba
666,Manjunath Shetty,30,M,A1,d5d9425c42
667,Ravi Naik,52,M,A1,9ee68273f7
667,Praveen Reddy,49,M,A2,6d9ca7d544
667,Sowmya Rao,40,F,A3,33a2588e51
668,Praveen Shetty,47,M,A1,aa8bdfdc10
669,Srinivas Shetty,34,M,A1,8966036c59
669,Mahesh Poojary,47,M,A2,53954831cd
669,Manjunath Reddy,55,M,A3,606f45033b
670,Mahesh Shetty,26,M,A1,1d57263b0e
671,Shivakumar Shetty,50,M,A1,67c6fb7bde
672,Anil Gowda,45,M,A1,95f60b3096
673,Bhavani Reddy,34,F,A1,3245ecb6a4
674,Geetha Achar,49,F,A1,ebf4d8ea40
675,Santosh Shetty,50,M,A1,1066c61500
675,Suresh Patil,49,M,A2,edf245c15f
675,Manjunath Poojary,27,M,A3,517d939cfa
676,Shobha,28,F,A1,0999107787
677,Shivakumar Poojary,28,M,A1,f37307e39a
677,Nandini,32,F,A2,04abd75fd9
677,Nandini,35,F,A3,c8cc6cde40
678,Kavya Poojary,22,F,A1,9d172efcfa
679,Ramesh Reddy,52,M,A1,f37803454f
680,Geetha Shetty,25,F,A1,6f403d2619
681,Prasad Rao,55,M,A1,8b75c0585f
681,Nagaraj Gowda,31,M,A2,d70c1ae103
681,Nagaraj Kumar,28,M,A3,5431fbf338
682,Ramesh Patil,36,M,A1,130fa9c4ba
683,Praveen Shetty,26,M,A1,c8d252e327
683,Shivakumar Naik,22,M,A2,9657151f0d
684,Santosh Kumar,42,M,A1,648327fc8b
684,Ramesh Hegde,45,M,A2,c45289374b
684,Nandini Reddy,48,F,A3,d7cf2af201
685,Anil Patil,41,M,A1,72d53d5bb0
686,Ravi Reddy,55,M,A1,16a45c6ae3
687,Nagaraj Achar,32,M,A1,c44a5c3f91
688,Nagaraj,55,M,A1,6cf5a400be
688,Manjula Poojary,18,F,A2,88840b44a6
688,Anil Poojary,47,M,A3,2560b5fb8d
689,Basavaraj Kumar,29,M,A1,5afff14b7b
690,Ravi Shetty,34,M,A1,ba503d7bdc
690,Naveen Reddy,54,M,A2,ba8d924b19
691,Manjunath Shetty,46,M,A1,94afa507d7
692,Suresh Naik,26,M,A1,383dcadb25
693,Radha Hegde,50,F,A1,bcfc217417
694,Prasad Hegde,26,M,A1,41220ddbc6
694,Basavaraj Shetty,20,M,A2,fb656eef0b
694,Srinivas Kumar,34,M,A3,ac8ee31ea9
695,Kiran Reddy,21,M,A1,b6f91f393c
696,Radha Patil,29,F,A1,18e9880baa
697,Santosh Shetty,37,M,A1,c38e319955
698,Ramesh Gowda,21,M,A1,9b062d299b
698,Suresh Rao,18,M,A2,17fad7e73e
699,Anitha Shetty,35,F,A1,c3347bf777
699,Ravi Rao,34,M,A2,f9fb8fcdc7
699,Shobha Naik,49,F,A3,202f78da12
700,Suresh Gowda,55,M,A1,8b5c36a80d
701,Anil Reddy,33,M,A1,99a83cc326
702,Bhavani,32,F,A1,b64d669c02
703,Ramesh Achar,44,M,A1,dfe34b6562
703,Anil Hegde,46,M,A2,c527e0f411
704,Manjunath Rao,39,M,A1,31f2e7af5f
705,Nagaraj Reddy,42,M,A1,3ac637d9ed
706,Geetha Shetty,21,F,A1,2df207a6c4
707,Basavaraj Poojary,31,M,A1,61ec2ab0ef
708,Bhavani Kumar,43,F,A1,6c60736c78
709,Suresh,37,M,A1,1a5970826f
709,Sowmya Reddy,53,F,A2,1f623711c8
709,Raju Hegde,45,M,A3,6608ae5e5a
710,Suresh Kumar,26,M,A1,638fd4e18f
711,Shobha Rao,34,F,A1,c7d9751a9a
711,Shivakumar Reddy,38,M,A2,906f4de834
711,Nandini Reddy,53,F,A3,d283acfb2d
712,Prasad Shetty,42,M,A1,7a0ecc7a7c
712,Anil Naik,41,M,A2,7bc3390d86
713,Santosh Rao,22,M,A1,fbd9b1cfbb
713,Srinivas Reddy,36,M,A2,e50da3eaba
713,Ravi Gowda,29,M,A3,644531d954
714,Mahesh Rao,31,M,A1,531f79391c
715,Santosh Patil,24,M,A1,06d2756014
716,Kiran Achar,20,M,A1,8f3a45db0d
717,Mahesh Gowda,54,M,A1,5fcf0fcf0a
718,Srinivas Gowda,26,M,A1,7221181409
718,Santosh Patil,55,M,A2,99169c5623
718,Naveen Kumar,20,M,A3,bf89251e06
719,Lakshmi,53,F,A1,95a6196d01
720,Anitha Achar,18,F,A1,2e69df58a0
721,Raju Rao,53,M,A1,92734f8c77
722,Ramesh,29,M,A1,1fa2df2658
723,Sowmya Achar,47,F,A1,308aa5529b
723,Prasad,49,M,A2,0628fe9ed5
724,Shivakumar Rao,50,M,A1,1b8a392dd1
724,Srinivas Hegde,41,M,A2,771db33f87
724,Raju Shetty,43,M,A3,acda4004f2
725,Sowmya,33,F,A1,082f3ceb1b
725,Chaitra Achar,39,F,A2,b578875727
726,Vinay Naik,53,M,A1,c099bc3477
726,Naveen Reddy,44,M,A2,40fc0c9baf
726,Anil Reddy,21,M,A3,337c8b8017
727,Ravi Hegde,28,M,A1,764788eb7d
727,Nandini Achar,32,F,A2,00c749bb63
727,Naveen Reddy,21,M,A3,03314c75d6
728,Shivakumar Kumar,38,M,A1,1df568e3dc
729,Savitri Hegde,38,F,A1,e9274d3c14
729,Anil Hegde,48,M,A2,513edcf0c3
730,Santosh Gowda,41,M,A1,9b186a6363
731,Manjula Reddy,42,F,A1,20c0e652fa
732,Manjunath Patil,21,M,A1,2f07198e80
733,Vinay Gowda,53,M,A1,6514a20c5b
734,Mahesh Poojary,42,M,A1,0c1beaf8c2
735,Vinay Hegde,26,M,A1,57fadd7d72
736,Chaitra Reddy,36,F,A1,ac34594c38
737,Sowmya Poojary,36,F,A1,8df30fa71c
738,Naveen Kumar,49,M,A1,b7ac73f05f
739,Ganesh Patil,35,M,A1,7c17aee264
740,Nagaraj Hegde,22,M,A1,e79545057c
741,Ganesh Poojary,26,M,A1,daa977b074
741,Prasad Reddy,41,M,A2,b366a05fdf
741,Radha Hegde,29,F,A3,52d13ad448
742,Kiran Gowda,47,M,A1,307c9b2abd
743,Savitri Naik,40,F,A1,dce7e9185b
744,Lakshmi,24,F,A1,c3538ff4cd
745,Srinivas Rao,29,M,A1,3f1f054ddd
745,Raju Reddy,18,M,A2,59429409b9
746,Praveen Patil,45,M,A1,480abc40ec
747,Shobha Shetty,19,F,A1,2a0d9ad45f
748,Vinay Reddy,54,M,A1,9acbb9fff8
748,Nagaraj Naik,36,M,A2,b577f5a048
749,Deepa Kumar,47,F,A1,bc9b672450
749,Santosh Gowda,48,M,A2,9ef138e4a5
750,Lakshmi Shetty,20,F,A1,fc1610a63b
750,Ravi Reddy,50,M,A2,df19a46303
751,Nagaraj Kumar,49,M,A1,ce7f011699
751,Ravi Rao,37,M,A2,3b24e3bf27
752,Ramesh Rao,48,M,A1,9d7168a9b3
752,Shobha Achar,36,F,A2,4e67b24687
753,Ramesh Rao,47,M,A1,d5db12634e
754,Nagaraj Kumar,19,M,A1,a3072550d3
755,Raju Shetty,43,M,A1,acda4004f2
756,Santosh Shetty,50,M,A1,1066c61500
757,Nagaraj Poojary,19,M,A1,c904608411
757,Praveen Rao,51,M,A2,4c5685600e
757,Vinay Hegde,33,M,A3,366e3fccd1
758,Nagaraj Rao,36,M,A1,2821b291a9
759,Manjunath Kumar,37,M,A1,743b57beec
760,Praveen Reddy,36,M,A1,02203bf989
761,Manjunath Naik,20,M,A1,3d5e4875b9
762,Santosh,39,M,A1,54b8e42b4c
762,Nagaraj Poojary,49,M,A2,c6e9d34e30
762,Srinivas Hegde,35,M,A3,1877e38620
763,Kiran,41,M,A1,06024c4bac
763,Savitri Kumar,41,F,A2,b9ea7b4cd4
764,Raju Reddy,52,M,A1,c60021a6be
764,Radha Naik,27,F,A2,51402f8989
765,Srinivas Kumar,20,M,A1,bcea663ab8
766,Manjunath Patil,22,M,A1,2f07198e80
767,Sushma Reddy,46,F,A1,95d3c511db
767,Sushma Hegde,45,F,A2,05f305b861
768,Mahesh Patil,55,M,A1,3e490e9c19
769,Srinivas Rao,39,M,A1,4d69f0417b
769,Ganesh Patil,20,M,A2,c9954088ad
769,Kavya Naik,21,F,A3,025d1715c5
770,Basavaraj Achar,41,M,A1,91a4aa82eb
